TrackID,Title,ArtistID,AlbumID,PlayCount,Duration,ReleaseDate
56,Reveal.,25,125,676745721,1900-01-01 01:01:10,1982-01-08
57,Song.,1,33,180637824,1900-01-01 03:32:09,1973-10-16
58,Compare.,13,91,771691081,1900-01-01 23:20:07,1984-04-23
59,Sing.,21,53,342204229,1900-01-01 20:37:00,1999-01-05
60,And yeah.,24,108,805202628,1900-01-01 09:39:59,1992-04-14
61,Begin show.,23,113,241575036,1900-01-01 01:24:22,1983-09-23
62,Matter start.,1,79,436346719,1900-01-01 02:00:33,1976-03-07
63,Generation born.,19,84,328481989,1900-01-01 10:02:28,1997-07-14
64,Movement successful.,9,90,565864692,1900-01-01 20:22:06,2007-02-18
65,Young book.,9,79,199412454,1900-01-01 18:59:12,1980-11-18
66,Recently.,11,24,352598690,1900-01-01 22:20:53,1974-08-04
67,Establish car.,13,118,488782155,1900-01-01 21:01:15,2015-08-07
68,Argue drug.,7,57,634599793,1900-01-01 05:43:00,2017-09-22
69,Bit.,19,39,324954549,1900-01-01 00:44:18,2014-04-01
70,Inside pay.,9,12,491489665,1900-01-01 20:34:15,1975-06-24
71,Middle.,2,94,705274175,1900-01-01 17:55:24,1972-03-03
72,Not.,19,64,818185603,1900-01-01 22:43:07,1973-06-25
73,Agency.,18,42,293093542,1900-01-01 12:34:48,1990-03-23
74,Political bank.,4,124,113145731,1900-01-01 23:19:40,2021-06-25
75,Change.,7,4,430031696,1900-01-01 19:39:46,2012-02-28
76,Responsibility meet.,23,106,260567195,1900-01-01 10:36:12,2024-05-07
77,Way child.,3,77,173224367,1900-01-01 15:23:24,2005-06-02
78,Heart consider.,17,46,697519635,1900-01-01 12:32:48,1986-09-21
79,Town.,5,18,590647267,1900-01-01 00:18:25,2012-06-20
80,Film health.,12,85,801084351,1900-01-01 20:32:04,1992-03-26
81,Measure.,21,41,171244444,1900-01-01 12:09:14,1988-05-20
82,Heart claim.,10,114,641296236,1900-01-01 02:16:20,1997-07-16
83,Laugh among.,13,80,559509980,1900-01-01 23:55:20,1979-01-13
84,Necessary report.,6,8,972178216,1900-01-01 15:00:16,1996-05-30
85,First win.,22,82,442471883,1900-01-01 16:07:44,2006-08-03
86,Number better.,8,43,595067803,1900-01-01 14:02:58,2019-12-02
87,Sign affect.,4,62,27671867,1900-01-01 17:59:57,2017-10-28
88,Be adult.,9,72,396893165,1900-01-01 14:12:10,2001-06-24
89,Factor.,16,52,781532693,1900-01-01 18:50:20,2002-05-12
90,College.,19,36,610472742,1900-01-01 22:33:35,1995-07-30
91,Always.,22,84,364106386,1900-01-01 10:08:49,1986-10-21
92,Agent social.,16,95,719979770,1900-01-01 11:24:09,1983-01-04
93,Window civil.,4,70,27601346,1900-01-01 04:26:51,2021-09-06
94,Account.,24,9,329639284,1900-01-01 14:08:32,1998-07-01
95,Make pay.,19,22,322703261,1900-01-01 12:02:05,1993-05-05
96,Local key.,10,122,365685838,1900-01-01 22:26:41,1991-04-01
97,Lose.,2,82,293018075,1900-01-01 05:46:40,2019-10-17
98,There future.,2,38,502646122,1900-01-01 10:47:00,2014-05-13
99,Church.,19,87,395942419,1900-01-01 09:12:55,2007-09-08
100,Skin pretty.,19,117,944962344,1900-01-01 19:13:21,1999-07-02
101,Develop image.,2,18,262746597,1900-01-01 12:32:29,2021-01-25
102,Should structure.,6,52,108269006,1900-01-01 09:32:34,2002-01-29
103,Body building.,23,59,998133657,1900-01-01 04:53:13,1970-01-20
104,Because.,14,41,576882220,1900-01-01 16:52:39,2009-12-25
105,Radio.,12,106,762058294,1900-01-01 07:49:36,1980-03-02
106,View.,4,91,684422501,1900-01-01 22:49:34,2001-07-08
107,Skin program.,24,31,654943212,1900-01-01 06:53:27,1988-11-08
108,Born job.,22,92,156281871,1900-01-01 09:51:02,1976-08-09
109,Start.,10,113,630682043,1900-01-01 02:48:34,2004-06-24
110,Reflect.,24,10,305349327,1900-01-01 05:57:08,2010-07-06
111,Be economic.,20,114,501032661,1900-01-01 16:59:38,1986-10-22
112,Daughter.,25,69,495996712,1900-01-01 11:52:42,1983-11-29
113,Capital while.,18,9,156692465,1900-01-01 11:10:50,1972-02-14
114,Alone.,23,72,173750051,1900-01-01 07:42:38,1991-02-23
115,Everybody.,25,44,308522294,1900-01-01 15:24:37,1975-09-07
116,Respond.,7,88,355908524,1900-01-01 22:34:22,1976-05-20
117,Later program.,9,46,419671628,1900-01-01 06:32:58,2003-11-25
118,Attorney.,3,35,418532717,1900-01-01 00:49:06,1975-05-15
119,Since itself.,6,100,744753955,1900-01-01 20:03:38,1999-09-02
120,Try accept.,18,119,705044757,1900-01-01 11:57:34,1991-07-08
121,Care.,19,50,594447930,1900-01-01 19:44:08,2019-10-15
122,Summer information.,18,78,918178870,1900-01-01 12:10:26,1983-06-23
123,Black.,17,41,509960486,1900-01-01 11:10:52,1998-12-15
124,Everyone what.,12,16,198417042,1900-01-01 11:39:00,2012-07-28
125,Yourself myself.,24,121,455240880,1900-01-01 14:15:50,1989-05-29
126,Sometimes.,23,96,339003683,1900-01-01 22:13:39,2019-10-08
127,Always.,20,108,939883254,1900-01-01 12:05:05,1993-06-20
128,A effect.,5,49,149678508,1900-01-01 12:36:32,1997-09-21
129,Wide.,9,124,817948991,1900-01-01 08:56:24,1993-03-02
130,Save.,18,11,694214751,1900-01-01 11:33:09,1994-04-11
131,Heavy which.,20,68,426576404,1900-01-01 17:26:48,1985-11-10
132,Large.,14,83,544508132,1900-01-01 01:30:25,1981-07-23
133,Attorney.,16,80,868916051,1900-01-01 17:55:10,1985-06-08
134,Exist imagine.,25,50,534406530,1900-01-01 00:19:23,1974-12-19
135,East religious.,5,46,328718344,1900-01-01 22:01:21,1989-12-30
136,Myself.,15,19,395311780,1900-01-01 06:02:17,1984-03-09
137,Some pull.,9,80,758480247,1900-01-01 23:51:29,1978-07-23
138,Economic.,5,62,376407257,1900-01-01 15:16:30,2019-06-24
139,Phone.,13,98,4358786,1900-01-01 06:30:26,1973-10-25
140,Right character.,8,24,189852530,1900-01-01 18:45:41,2016-06-03
141,Mean.,21,16,489174840,1900-01-01 15:14:21,1984-08-24
142,Brother create.,18,104,618657475,1900-01-01 20:16:56,2005-12-13
143,Everyone ahead.,11,114,944693186,1900-01-01 14:49:05,1988-12-26
144,Study.,22,16,129406593,1900-01-01 18:13:24,1990-01-25
145,Attack.,7,53,619809934,1900-01-01 11:21:48,1973-06-07
146,Phone.,21,101,984506791,1900-01-01 23:15:25,2001-06-10
147,A.,20,116,829589917,1900-01-01 16:32:47,1987-08-01
148,Baby full.,13,121,823324298,1900-01-01 11:50:39,1974-02-05
149,Good least.,23,12,430179491,1900-01-01 08:33:45,1973-01-13
150,What.,23,68,429232367,1900-01-01 09:56:57,1975-11-29
151,Live such.,17,92,392182001,1900-01-01 19:02:17,1986-05-03
152,However enough.,10,23,474296283,1900-01-01 03:35:47,2014-02-23
153,Source.,14,38,73917140,1900-01-01 15:36:49,2001-12-06
154,World.,7,92,880115227,1900-01-01 19:53:14,2008-01-05
155,Soon ten.,18,93,36214310,1900-01-01 00:12:40,2006-04-11
156,Region open.,6,46,681815123,1900-01-01 07:48:15,1972-11-20
157,Democrat stand.,19,41,322058667,1900-01-01 22:39:05,2010-02-16
158,Outside.,4,14,780431975,1900-01-01 09:10:42,2002-12-30
159,Item.,12,28,706072511,1900-01-01 13:27:07,2021-11-10
160,Friend set.,18,49,172041033,1900-01-01 08:04:33,2023-10-25
161,Sit heart.,6,87,23699778,1900-01-01 05:59:40,1979-09-25
162,Official specific.,3,58,524362117,1900-01-01 17:32:38,2011-05-01
163,True.,25,64,285602902,1900-01-01 17:06:37,2001-07-12
164,Moment open.,16,97,332062532,1900-01-01 12:11:50,2007-02-16
165,Evening including.,17,80,876755414,1900-01-01 02:17:52,2008-09-16
166,Enough.,7,20,878910761,1900-01-01 02:05:07,2004-03-18
167,Bank.,20,13,804912582,1900-01-01 10:28:07,1983-02-13
168,Us fine.,18,71,314097189,1900-01-01 09:41:19,1971-10-18
169,Heart.,13,59,757651948,1900-01-01 21:23:55,2001-08-30
170,Place difficult.,11,41,835501084,1900-01-01 13:44:52,2023-11-22
171,Production project.,9,32,871014530,1900-01-01 12:11:31,1997-01-06
172,Region eight.,20,58,794792776,1900-01-01 12:45:36,2016-08-08
173,On.,18,4,528354304,1900-01-01 00:51:47,1988-09-24
174,Growth speak.,15,61,983594780,1900-01-01 12:08:11,2020-12-05
175,Thus speech.,10,79,551156644,1900-01-01 18:56:57,2013-01-19
176,However.,15,118,557084942,1900-01-01 07:35:50,2012-11-06
177,Risk.,21,84,848944213,1900-01-01 21:41:36,1991-12-09
178,Pretty if.,10,62,252039765,1900-01-01 00:17:34,2023-07-14
179,Blood tell.,15,27,995338032,1900-01-01 14:30:44,1994-03-31
180,Wall class.,19,5,470774705,1900-01-01 09:09:47,2002-04-18
181,Because benefit.,7,114,35667569,1900-01-01 23:04:07,1980-12-19
182,Word center.,10,97,222014311,1900-01-01 06:13:19,1989-03-14
183,Available center.,15,19,853309320,1900-01-01 08:16:16,1983-05-11
184,Part.,17,124,261987916,1900-01-01 03:09:15,2018-08-02
185,Ahead.,22,119,714466308,1900-01-01 16:15:06,1976-12-18
186,World.,23,100,275885815,1900-01-01 12:46:28,2023-01-17
187,Goal.,6,110,854295274,1900-01-01 04:11:51,1996-10-27
188,Reduce.,16,53,964185939,1900-01-01 01:52:12,1978-10-18
189,Morning.,13,21,996749965,1900-01-01 10:33:56,1975-12-23
190,After.,4,32,318219347,1900-01-01 23:39:19,2004-12-14
191,Similar loss.,6,70,98558049,1900-01-01 16:56:11,2006-03-22
192,Hand travel.,17,30,147502807,1900-01-01 01:13:50,2017-04-13
193,Recently environment.,21,39,324107197,1900-01-01 13:03:17,2000-10-21
194,Admit.,4,81,444283009,1900-01-01 05:05:46,2013-06-23
195,Night.,18,82,11905393,1900-01-01 09:44:51,2010-06-21
196,Main.,18,81,229056080,1900-01-01 11:48:31,2005-06-13
197,Herself.,19,65,285363288,1900-01-01 11:04:33,1977-12-13
198,Meeting.,20,71,674530044,1900-01-01 22:49:46,2008-01-28
199,Serve.,1,62,350083422,1900-01-01 23:04:01,1997-04-11
200,Marriage anyone.,15,6,46949264,1900-01-01 02:12:41,2020-12-13
201,Argue.,14,81,370784339,1900-01-01 21:41:12,1996-04-09
202,Research push.,24,50,5325931,1900-01-01 14:34:07,2015-07-21
203,As.,16,10,697574638,1900-01-01 05:43:30,1975-11-28
204,Religious partner.,17,27,854307206,1900-01-01 18:44:31,2006-01-25
205,Drop nearly.,9,110,889465327,1900-01-01 20:37:04,1993-07-10
206,This.,3,57,529872847,1900-01-01 12:45:04,2009-01-23
207,Table.,25,34,855299253,1900-01-01 05:33:34,2015-05-18
208,Cultural.,9,121,41542534,1900-01-01 08:14:35,2022-05-31
209,Special.,5,8,604561600,1900-01-01 17:49:34,2005-12-16
210,Information.,16,4,95989741,1900-01-01 19:57:36,2012-02-13
211,Per represent.,25,61,335043412,1900-01-01 12:41:54,2019-04-28
212,Want scene.,15,6,225603951,1900-01-01 12:13:30,2010-03-06
213,Church look.,7,120,768298816,1900-01-01 11:30:15,1991-11-26
214,Central.,1,54,66293065,1900-01-01 01:33:41,2016-08-25
215,Point.,13,70,869721447,1900-01-01 14:40:25,2008-02-11
216,Among.,25,21,101463945,1900-01-01 00:26:13,2006-12-27
217,Audience never.,23,103,902526120,1900-01-01 18:05:28,2005-01-11
218,Current.,9,105,773706894,1900-01-01 21:42:00,2008-07-10
219,Over then.,15,6,672066279,1900-01-01 09:39:53,1978-05-18
220,Edge.,2,28,805825654,1900-01-01 02:12:52,2003-11-17
221,Hit station.,25,44,315696462,1900-01-01 11:07:37,1993-07-21
222,Expert budget.,14,23,337105348,1900-01-01 03:10:49,2007-05-07
223,Customer order.,1,92,420286419,1900-01-01 10:01:53,2022-11-03
224,Though their.,22,26,105417522,1900-01-01 08:24:52,2010-08-04
225,Stay home.,20,106,612048176,1900-01-01 01:31:49,2002-10-22
226,Address.,9,22,507480816,1900-01-01 17:02:25,2010-12-19
227,Song nearly.,14,23,866254436,1900-01-01 22:35:21,2005-02-05
228,Plant watch.,19,66,698699422,1900-01-01 22:32:06,2003-03-23
229,Red.,24,95,636058852,1900-01-01 11:07:05,2020-09-07
230,Star various.,25,105,103533734,1900-01-01 07:36:04,2015-12-17
231,Phone.,10,79,366332343,1900-01-01 15:24:38,1986-12-16
232,Particularly.,2,39,199398140,1900-01-01 18:37:33,1980-11-20
233,Officer.,11,86,951132613,1900-01-01 08:49:33,2019-09-14
234,Collection four.,19,62,43944555,1900-01-01 09:28:53,2007-11-16
235,Either.,2,85,661342563,1900-01-01 05:07:05,2021-08-15
236,Station expect.,18,89,330710506,1900-01-01 14:41:57,1973-10-09
237,Team owner.,12,9,730652144,1900-01-01 12:11:20,2004-03-23
238,Long.,18,117,260910018,1900-01-01 03:16:05,1987-03-23
239,Unit.,14,119,690178041,1900-01-01 21:00:37,1985-02-04
240,Up cold.,17,120,918335208,1900-01-01 09:36:35,1985-07-29
241,Car throw.,14,37,939299139,1900-01-01 19:44:47,1984-07-20
242,Do.,20,77,568953793,1900-01-01 10:29:55,1971-08-11
243,Safe than.,15,55,800212240,1900-01-01 07:33:46,1970-04-25
244,Some father.,17,59,77685280,1900-01-01 06:46:23,1980-09-06
245,Including defense.,8,14,974424706,1900-01-01 05:31:08,1976-05-25
246,They four.,5,61,158576231,1900-01-01 07:57:01,1985-04-26
247,Heavy personal.,19,69,727182531,1900-01-01 02:26:02,1993-01-09
248,Modern.,9,91,948681026,1900-01-01 18:25:44,1986-07-31
249,Executive image.,14,26,693284645,1900-01-01 11:35:28,2020-07-27
250,Executive catch.,10,86,119466793,1900-01-01 17:09:27,2012-07-17
251,Time.,14,122,614292223,1900-01-01 17:58:24,1977-01-18
252,Front box.,21,119,462850099,1900-01-01 05:13:36,2011-11-20
253,Myself life.,15,114,526758447,1900-01-01 09:57:46,2015-11-17
254,Even.,1,78,350153252,1900-01-01 21:23:37,1984-11-21
255,Rich game.,8,37,209755020,1900-01-01 10:16:30,1986-06-18
256,Change.,16,96,911730598,1900-01-01 02:18:55,1992-09-09
257,Hand.,9,86,435012932,1900-01-01 02:02:52,1989-04-29
258,Rise first.,12,28,83144237,1900-01-01 08:26:23,2016-01-30
259,Relationship.,5,45,744291421,1900-01-01 00:51:19,1986-01-19
260,Out.,19,92,80404689,1900-01-01 15:12:23,2007-05-02
261,Throw mouth.,7,20,883026667,1900-01-01 18:39:03,2012-12-16
262,Finally point.,19,115,837081180,1900-01-01 21:14:05,2015-01-10
263,Southern represent.,10,41,718281492,1900-01-01 20:13:36,2005-10-18
264,Small draw.,16,29,519332366,1900-01-01 16:03:20,1974-07-13
265,Light water.,11,28,866615084,1900-01-01 12:00:25,2022-06-08
266,Blue likely.,19,105,938386898,1900-01-01 18:33:01,1997-01-07
267,See.,21,51,444395143,1900-01-01 10:30:39,1976-11-29
268,Difficult.,7,31,441294577,1900-01-01 19:08:03,2014-01-13
269,Later manage.,10,27,761117628,1900-01-01 06:31:50,2008-07-30
270,Several.,15,29,89010024,1900-01-01 13:43:12,1986-07-09
271,Walk.,11,48,949056587,1900-01-01 15:48:41,2023-01-04
272,Have election.,15,25,68801567,1900-01-01 01:20:03,1980-01-26
273,Attack turn.,15,125,4441411,1900-01-01 03:20:31,1991-07-26
274,Water.,20,57,905848487,1900-01-01 09:43:38,1984-06-22
275,Green.,20,56,643512474,1900-01-01 15:55:09,1986-07-29
276,Vote.,8,23,418791468,1900-01-01 07:58:57,1996-12-04
277,Accept.,8,66,699166210,1900-01-01 09:56:36,2006-05-11
278,Great.,3,70,551305360,1900-01-01 01:01:58,1994-06-05
279,Story painting.,20,12,757882000,1900-01-01 09:58:29,1980-06-30
280,Street Republican.,16,118,878338846,1900-01-01 19:11:28,2011-03-18
281,Third.,23,2,298155927,1900-01-01 16:48:20,1977-11-19
282,Fear work.,19,119,84742978,1900-01-01 13:04:52,1981-04-11
283,Show.,22,57,913660873,1900-01-01 20:11:05,1979-04-15
284,Mother story.,15,93,539302374,1900-01-01 11:30:28,2008-04-16
285,State for.,23,90,101140012,1900-01-01 11:55:47,1973-03-04
286,Owner though.,18,107,467989224,1900-01-01 10:29:25,2008-12-23
287,Act break.,5,48,626596477,1900-01-01 01:50:12,1971-09-01
288,Firm crime.,15,82,294823568,1900-01-01 16:35:26,1998-01-30
289,Every.,9,4,606113906,1900-01-01 00:42:14,2002-04-02
290,That.,4,21,761012606,1900-01-01 09:39:06,1971-10-21
291,Crime.,19,74,129824301,1900-01-01 05:20:00,1986-06-17
292,Heavy.,9,11,759929817,1900-01-01 02:22:41,1973-06-18
293,Spring success.,16,22,384647619,1900-01-01 15:14:52,2021-06-23
294,Lay.,23,116,477645359,1900-01-01 09:05:31,2001-12-06
295,Expect trial.,19,101,58423753,1900-01-01 21:06:31,2007-02-22
296,Product.,15,22,357427458,1900-01-01 08:34:17,2010-10-13
297,Occur camera.,5,99,727821825,1900-01-01 16:50:10,1981-01-24
298,Until truth.,3,119,168931245,1900-01-01 04:04:39,2006-08-13
299,Rise.,22,35,381007060,1900-01-01 08:36:33,2022-12-16
300,Each standard.,1,85,209194254,1900-01-01 21:29:18,2011-07-22
301,General challenge.,24,51,638218915,1900-01-01 16:55:53,1998-02-01
302,Protect that.,6,64,375635447,1900-01-01 02:55:08,1999-12-12
303,Manage left.,19,72,134674637,1900-01-01 18:50:44,1997-03-26
304,Short person.,16,28,333725075,1900-01-01 21:57:56,2006-03-22
305,So four.,23,42,66094486,1900-01-01 19:14:06,1999-04-14
306,Cell space.,10,24,533560398,1900-01-01 13:19:56,1993-09-19
307,Could.,12,85,803491819,1900-01-01 04:16:53,1984-10-30
308,Each.,5,65,370056986,1900-01-01 16:35:52,1997-03-31
309,Prove well.,25,79,878943990,1900-01-01 04:11:03,2020-04-16
310,Both analysis.,21,82,59924054,1900-01-01 08:12:28,2011-11-24
311,Condition than.,6,63,519992620,1900-01-01 20:09:54,2004-03-20
312,Hold.,5,87,479702515,1900-01-01 21:49:33,1998-08-01
313,Discuss attack.,7,72,268605065,1900-01-01 01:40:20,2005-08-08
314,Above.,16,109,608697670,1900-01-01 07:15:47,1980-10-25
315,Story fine.,6,25,343399871,1900-01-01 01:28:00,2010-10-26
316,From all.,10,88,10616745,1900-01-01 08:29:23,1983-01-21
317,Western.,1,89,30567210,1900-01-01 16:47:21,1988-10-28
318,Student.,8,38,819049400,1900-01-01 05:20:16,1999-08-08
319,Probably candidate.,15,5,977920350,1900-01-01 04:52:23,1990-08-24
320,Perform.,1,40,916532770,1900-01-01 19:58:25,2006-12-21
321,Pm.,8,20,583468892,1900-01-01 17:59:29,1996-08-26
322,Clear.,10,33,674909545,1900-01-01 05:11:34,2004-10-09
323,Any.,5,9,236446343,1900-01-01 23:30:45,2024-01-11
324,Wall front.,15,28,44259683,1900-01-01 18:00:14,1997-05-12
325,West name.,9,54,114160482,1900-01-01 18:38:20,1971-04-17
326,Identify system.,14,100,489793705,1900-01-01 18:13:54,1973-03-22
327,Thousand.,20,104,806148208,1900-01-01 20:29:06,2002-09-17
328,Challenge.,11,21,623015422,1900-01-01 00:32:37,1974-01-27
329,Must opportunity.,8,86,516228632,1900-01-01 03:48:09,2009-04-08
330,Officer.,6,17,224584585,1900-01-01 20:16:02,1992-12-21
331,Item author.,18,12,155128172,1900-01-01 00:47:54,2015-05-11
332,All.,23,51,745667186,1900-01-01 10:32:13,1975-01-27
333,Level stop.,19,125,961055101,1900-01-01 05:46:18,1977-09-24
334,So.,21,47,772053021,1900-01-01 13:59:13,1979-11-01
335,Suddenly leave.,13,125,619647668,1900-01-01 18:49:05,1996-07-19
336,Last military.,21,70,552474380,1900-01-01 20:51:15,1983-07-23
337,Campaign sea.,1,68,995517960,1900-01-01 03:43:47,2000-10-20
338,Move up.,15,50,604497468,1900-01-01 06:40:43,1981-03-30
339,Address exactly.,7,76,613811590,1900-01-01 03:15:30,1978-06-18
340,Doctor.,19,25,823581205,1900-01-01 05:26:06,2003-08-02
341,Write.,17,84,798521455,1900-01-01 19:33:03,1993-03-16
342,Attack.,25,48,177351939,1900-01-01 11:45:55,1995-02-23
343,Start.,23,9,92934759,1900-01-01 19:45:39,1993-06-06
344,Response.,10,33,723043733,1900-01-01 14:02:58,2002-06-26
345,Organization.,20,38,965836607,1900-01-01 12:05:53,1977-06-06
346,Mind.,24,39,614447144,1900-01-01 12:34:21,1984-12-05
347,Chance wish.,20,91,36866594,1900-01-01 06:10:34,2021-11-16
348,Example.,12,89,347276154,1900-01-01 00:22:29,2015-05-11
349,Next.,13,100,160315980,1900-01-01 20:43:11,2014-05-18
350,Begin.,12,61,881452315,1900-01-01 15:38:16,2017-08-15
351,Must example.,19,116,149379065,1900-01-01 07:18:23,1988-10-19
352,Less.,8,90,313928428,1900-01-01 16:25:21,1978-07-25
353,Middle.,7,36,808780561,1900-01-01 20:59:22,2015-04-28
354,Certain.,18,24,952051994,1900-01-01 21:06:22,1998-05-05
355,Subject human.,19,92,453634321,1900-01-01 02:39:29,2018-06-14
356,Specific election.,23,94,8813016,1900-01-01 12:24:38,1990-05-23
357,Approach new.,15,63,215990243,1900-01-01 14:18:30,1984-08-08
358,Still.,24,109,136280129,1900-01-01 22:34:41,2017-07-14
359,Style true.,2,91,340444289,1900-01-01 07:50:59,1984-09-24
360,Me.,9,64,247034389,1900-01-01 11:15:59,2013-04-24
361,Health reach.,18,37,556196081,1900-01-01 17:54:04,1994-09-22
362,Market door.,4,34,387435927,1900-01-01 14:07:13,2006-10-24
363,Loss.,8,110,884341022,1900-01-01 16:01:06,1995-09-20
364,More financial.,10,20,19913405,1900-01-01 17:12:38,1997-03-03
365,Road.,19,122,86630068,1900-01-01 08:30:36,1983-05-26
366,Public find.,20,106,886933405,1900-01-01 06:06:46,2000-12-01
367,Recently.,1,33,458483458,1900-01-01 00:57:27,2012-02-09
368,Tree.,24,31,312231740,1900-01-01 05:42:19,2007-05-13
369,Quality.,12,115,885432030,1900-01-01 11:45:31,1977-09-16
370,History.,8,123,519405845,1900-01-01 15:33:45,1991-12-23
371,Figure seek.,15,74,567325843,1900-01-01 13:53:29,1976-07-11
372,Low.,11,77,514541984,1900-01-01 16:06:18,1974-01-06
373,Find six.,19,45,115931578,1900-01-01 16:54:34,2007-07-23
374,Company.,25,94,39465844,1900-01-01 12:35:18,1995-10-06
375,Table when.,14,87,54610481,1900-01-01 02:48:44,1970-02-01
376,Official.,4,5,740219124,1900-01-01 04:39:20,1999-01-31
377,Against.,2,38,224880506,1900-01-01 14:02:07,1986-09-24
378,Cover.,2,88,920635604,1900-01-01 04:16:11,2020-02-08
379,Section.,23,55,658939886,1900-01-01 00:02:16,1993-04-28
380,Lose career.,16,40,61437048,1900-01-01 16:32:16,1980-09-12
381,Pretty public.,2,113,173661013,1900-01-01 11:33:01,1989-10-08
382,Job.,22,16,590754105,1900-01-01 02:55:29,1976-10-23
383,His upon.,24,115,607038040,1900-01-01 08:28:46,2023-05-15
384,Ground.,7,59,95157543,1900-01-01 14:31:31,1981-09-08
385,Go thing.,19,30,77314887,1900-01-01 23:13:23,1989-11-17
386,Hundred stock.,4,74,639490300,1900-01-01 20:47:37,1991-06-07
387,Question place.,6,48,483778216,1900-01-01 04:00:59,1991-08-27
388,Notice.,1,75,416302160,1900-01-01 20:01:54,1983-08-21
389,Similar.,10,20,369959018,1900-01-01 14:15:35,1972-09-19
390,Seem present.,22,30,107556441,1900-01-01 03:31:52,1974-12-24
391,Everybody.,19,91,589747469,1900-01-01 20:45:12,2007-06-11
392,Friend.,7,86,90536772,1900-01-01 05:11:04,1998-06-02
393,Many different.,9,75,339629601,1900-01-01 01:33:09,2007-08-31
394,Front third.,13,16,908738780,1900-01-01 00:53:17,2004-12-12
